pais,product_id,total_vendido
United States,b'\x1e\xc8\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xc9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xcb\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xcd\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xce\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xcf\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xd2\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xd4\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xd7\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xd9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xda\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xdd\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xde\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xe0\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xe2\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xe3\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xe4\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xe6\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xea\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xeb\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xec\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xee\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xf0\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xf5\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xf6\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xf7\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xf7\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1e\xfb\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x01\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x02\x02\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x05\x02\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x06\x02\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x08\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\n\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x0f\x02\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x13\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x14\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x18\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x19\x02\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x1f\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x1f\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f \x01\x00\x00\x00\x00\x00',0.0
United States,"b'\x1f""\x02\x00\x00\x00\x00\x00'",0.0
United States,b'\x1f#\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f$\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f&\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f/\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f1\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f3\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f:\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f;\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f;\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f=\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fE\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fJ\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fL\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fN\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fN\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fO\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fP\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fS\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fW\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f[\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fc\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fd\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fd\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fg\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fo\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fp\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fr\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fs\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1ft\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fu\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1fz\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1fz\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f{\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f{\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f|\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f|\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x83\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x83\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x84\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x8a\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x8b\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x9d\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\x9e\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xa4\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xa5\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xa8\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xab\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xac\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xad\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xaf\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xb0\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xb1\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xb8\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xb9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xb9\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xba\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xbd\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xbd\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xbf\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc2\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc3\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc4\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc5\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc6\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xc9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xca\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xcd\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xcf\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xd2\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xd3\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xd9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xdb\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xe4\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xea\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xed\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf3\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf4\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf5\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf8\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf8\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf9\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xf9\x01\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xfa\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xfc\x00\x00\x00\x00\x00\x00',0.0
United States,b'\x1f\xff\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x00\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x02\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x02\x02\x00\x00\x00\x00\x00',0.0
United States,b' \x04\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x06\x01\x00\x00\x00\x00\x00',0.0
United States,b' \n\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x0b\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x0c\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x10\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x14\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x1a\x02\x00\x00\x00\x00\x00',0.0
United States,b' \x1d\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x1e\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x1f\x00\x00\x00\x00\x00\x00',0.0
United States,b'  \x02\x00\x00\x00\x00\x00',0.0
United States,b' !\x01\x00\x00\x00\x00\x00',0.0
United States,b' #\x01\x00\x00\x00\x00\x00',0.0
United States,b' $\x01\x00\x00\x00\x00\x00',0.0
United States,b' %\x00\x00\x00\x00\x00\x00',0.0
United States,b' &\x01\x00\x00\x00\x00\x00',0.0
United States,"b"" '\x00\x00\x00\x00\x00\x00""",0.0
United States,b' (\x01\x00\x00\x00\x00\x00',0.0
United States,b' +\x00\x00\x00\x00\x00\x00',0.0
United States,b' +\x01\x00\x00\x00\x00\x00',0.0
United States,b' 0\x00\x00\x00\x00\x00\x00',0.0
United States,b' 3\x01\x00\x00\x00\x00\x00',0.0
United States,b' >\x00\x00\x00\x00\x00\x00',0.0
United States,b' @\x00\x00\x00\x00\x00\x00',0.0
United States,b' C\x00\x00\x00\x00\x00\x00',0.0
United States,b' L\x01\x00\x00\x00\x00\x00',0.0
United States,b' N\x01\x00\x00\x00\x00\x00',0.0
United States,b' O\x00\x00\x00\x00\x00\x00',0.0
United States,b' T\x00\x00\x00\x00\x00\x00',0.0
United States,b' W\x00\x00\x00\x00\x00\x00',0.0
United States,b' ]\x01\x00\x00\x00\x00\x00',0.0
United States,b' b\x01\x00\x00\x00\x00\x00',0.0
United States,b' p\x00\x00\x00\x00\x00\x00',0.0
United States,b' r\x00\x00\x00\x00\x00\x00',0.0
United States,b' r\x01\x00\x00\x00\x00\x00',0.0
United States,b' u\x00\x00\x00\x00\x00\x00',0.0
United States,b' w\x00\x00\x00\x00\x00\x00',0.0
United States,b' |\x00\x00\x00\x00\x00\x00',0.0
United States,b' |\x01\x00\x00\x00\x00\x00',0.0
United States,b' }\x00\x00\x00\x00\x00\x00',0.0
United States,b' }\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x7f\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x7f\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x80\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x86\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x8c\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x93\x00\x00\x00\x00\x00\x00',0.0
United States,b' \x94\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x95\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x99\x01\x00\x00\x00\x00\x00',0.0
United States,b' \x9e\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xa3\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xa3\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xa4\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xa5\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xa6\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xa7\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xa7\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xaa\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xb0\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xb4\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xb5\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xb8\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xbe\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xc1\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xc2\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xc3\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xc4\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xc5\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xc7\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xc7\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xc9\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xca\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xca\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xcb\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xcc\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xcd\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xd0\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xd2\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xdf\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xe0\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xe4\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xe6\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xe8\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xea\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xeb\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xed\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xee\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xf3\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xf4\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xf5\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xf5\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xf6\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xf7\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xf8\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xfa\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xfa\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xfb\x00\x00\x00\x00\x00\x00',0.0
United States,b' \xfc\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xfe\x01\x00\x00\x00\x00\x00',0.0
United States,b' \xff\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x01\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x04\x02\x00\x00\x00\x00\x00',0.0
United States,b'!\x05\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\t\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x10\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x11\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x13\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x17\x02\x00\x00\x00\x00\x00',0.0
United States,b'!\x18\x02\x00\x00\x00\x00\x00',0.0
United States,b'!\x1a\x02\x00\x00\x00\x00\x00',0.0
United States,b'!\x1b\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x1d\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x1e\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x1f\x00\x00\x00\x00\x00\x00',0.0
United States,b'! \x00\x00\x00\x00\x00\x00',0.0
United States,b'! \x02\x00\x00\x00\x00\x00',0.0
United States,b'!!\x02\x00\x00\x00\x00\x00',0.0
United States,"b'!""\x01\x00\x00\x00\x00\x00'",0.0
United States,b'!#\x01\x00\x00\x00\x00\x00',0.0
United States,b'!$\x00\x00\x00\x00\x00\x00',0.0
United States,b'!%\x00\x00\x00\x00\x00\x00',0.0
United States,b'!%\x01\x00\x00\x00\x00\x00',0.0
United States,b'!&\x01\x00\x00\x00\x00\x00',0.0
United States,"b""!'\x00\x00\x00\x00\x00\x00""",0.0
United States,b'!*\x00\x00\x00\x00\x00\x00',0.0
United States,"b'!,\x00\x00\x00\x00\x00\x00'",0.0
United States,b'!.\x00\x00\x00\x00\x00\x00',0.0
United States,b'!@\x00\x00\x00\x00\x00\x00',0.0
United States,b'!A\x00\x00\x00\x00\x00\x00',0.0
United States,b'!C\x00\x00\x00\x00\x00\x00',0.0
United States,b'!F\x01\x00\x00\x00\x00\x00',0.0
United States,b'!G\x00\x00\x00\x00\x00\x00',0.0
United States,b'!H\x01\x00\x00\x00\x00\x00',0.0
United States,b'!J\x01\x00\x00\x00\x00\x00',0.0
United States,b'!K\x01\x00\x00\x00\x00\x00',0.0
United States,b'!L\x00\x00\x00\x00\x00\x00',0.0
United States,b'!N\x01\x00\x00\x00\x00\x00',0.0
United States,b'!P\x00\x00\x00\x00\x00\x00',0.0
United States,b'!T\x00\x00\x00\x00\x00\x00',0.0
United States,b'!V\x01\x00\x00\x00\x00\x00',0.0
United States,b'!Z\x00\x00\x00\x00\x00\x00',0.0
United States,b'!e\x01\x00\x00\x00\x00\x00',0.0
United States,b'!f\x01\x00\x00\x00\x00\x00',0.0
United States,b'!g\x01\x00\x00\x00\x00\x00',0.0
United States,b'!i\x00\x00\x00\x00\x00\x00',0.0
United States,b'!j\x00\x00\x00\x00\x00\x00',0.0
United States,b'!k\x00\x00\x00\x00\x00\x00',0.0
United States,b'!q\x00\x00\x00\x00\x00\x00',0.0
United States,b'!r\x01\x00\x00\x00\x00\x00',0.0
United States,b'!s\x00\x00\x00\x00\x00\x00',0.0
United States,b'!t\x01\x00\x00\x00\x00\x00',0.0
United States,b'!u\x00\x00\x00\x00\x00\x00',0.0
United States,b'!y\x00\x00\x00\x00\x00\x00',0.0
United States,b'!|\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x7f\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x80\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x85\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x86\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x88\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x89\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x8b\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x8c\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x90\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\x93\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x94\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x96\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x9b\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x9d\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\x9e\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xa0\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xa2\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xa3\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xa3\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xa5\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xa6\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xa7\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xb2\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xc0\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xc0\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xc2\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xc7\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xca\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xcb\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xcc\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xcd\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xcf\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xd5\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xdb\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xec\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xed\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xee\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xf4\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xf5\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xf6\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xf7\x00\x00\x00\x00\x00\x00',0.0
United States,b'!\xf8\x01\x00\x00\x00\x00\x00',0.0
United States,b'!\xfa\x00\x00\x00\x00\x00\x00',0.0
United States,"b'""\x00\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x02\x02\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x03\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\n\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0b\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0b\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0b\x02\x00\x00\x00\x00\x00'",0.0
United States,"b'""\r\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0e\x02\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0f\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x0f\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x10\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x11\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x13\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x15\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x16\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x17\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x18\x02\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1a\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1a\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1b\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1d\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1f\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x1f\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'"" \x02\x00\x00\x00\x00\x00'",0.0
United States,"b'""""\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""#\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""$\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""%\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""&\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\'\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'"")\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""+\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""-\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""-\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""/\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""1\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""3\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'"";\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""=\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'"">\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""?\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""D\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""G\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""G\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""H\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""L\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""N\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""O\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""P\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""Q\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""V\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""X\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""Y\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""Z\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""`\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""b\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""c\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""n\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""q\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""s\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""t\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""w\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""x\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""y\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""{\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""}\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""~\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x82\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x85\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x88\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x8f\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x90\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x93\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x98\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x9e\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\x9f\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xa0\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xa1\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xa1\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xa2\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xa4\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xaa\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xab\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xac\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xb1\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xb4\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xbc\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xbd\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xc4\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xc8\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xc9\x00\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xc9\x01\x00\x00\x00\x00\x00'",0.0
United States,"b'""\xca\x01\x00\x00\x00\x00\x00'",0.0
